investor_id,age_group,city_tier,risk_appetite,investment_cr,tenure_years,channel,gender
3041,36-45,Tier 2,Moderate,0.4935,2.5,Bank,M
3042,55+,Tier 2,Conservative,0.7125,3.6,Online,F
3043,36-45,Tier 1,Aggressive,0.1262,0.5,Distributor,F
3044,36-45,Tier 2,Moderate,0.6721,3.4,Online,M
3045,36-45,Tier 2,Conservative,0.3957,1.1,Direct,F
3046,46-55,Tier 1,Aggressive,0.5826,5.8,Online,F
3047,26-35,Tier 2,Aggressive,0.3054,9.3,Bank,M
3048,55+,Tier 1,Aggressive,0.3347,2.2,Distributor,M
3049,26-35,Tier 1,Moderate,0.0361,1.2,Bank,M
3050,46-55,Tier 2,Moderate,0.0387,0.1,Bank,F
3051,55+,Tier 2,Aggressive,0.2436,0.0,Direct,M
3052,36-45,Tier 2,Aggressive,1.1546,2.0,Direct,F
3053,18-25,Tier 1,Conservative,0.0423,2.4,Online,F
3054,26-35,Tier 2,Moderate,0.2175,5.9,Bank,M
3055,55+,Tier 3,Moderate,0.1779,5.0,Distributor,M
3056,36-45,Tier 1,Aggressive,0.333,0.5,Online,M
3057,18-25,Tier 3,Conservative,0.314,6.6,Distributor,M
3058,36-45,Tier 1,Moderate,0.5839,11.8,Bank,F
3059,26-35,Tier 1,Conservative,0.058,3.2,Distributor,F
3060,46-55,Tier 2,Conservative,0.239,9.0,Online,M
3061,55+,Tier 3,Conservative,0.4174,0.6,Bank,M
3062,18-25,Tier 3,Aggressive,0.8353,0.9,Direct,M
3063,18-25,Tier 2,Aggressive,0.2138,3.7,Direct,F
3064,36-45,Tier 3,Moderate,0.2352,0.3,Distributor,F
3065,55+,Tier 1,Conservative,0.1694,1.2,Bank,M
3066,55+,Tier 1,Conservative,0.5039,1.3,Distributor,M
3067,26-35,Tier 1,Aggressive,0.4869,8.2,Distributor,M
3068,26-35,Tier 1,Aggressive,0.7685,1.6,Bank,F
3069,36-45,Tier 1,Conservative,0.317,8.1,Direct,F
3070,26-35,Tier 3,Aggressive,0.0724,2.6,Online,M
3071,55+,Tier 3,Moderate,0.0132,1.7,Online,F
3072,46-55,Tier 1,Moderate,0.1938,3.6,Online,M
3073,26-35,Tier 2,Moderate,0.6818,2.1,Bank,F
3074,55+,Tier 3,Conservative,0.0791,0.5,Distributor,M
3075,55+,Tier 1,Conservative,0.3209,1.2,Distributor,F
3076,55+,Tier 2,Conservative,0.3171,4.7,Direct,M
3077,55+,Tier 1,Conservative,0.8156,0.1,Online,M
3078,46-55,Tier 3,Moderate,0.1591,4.0,Distributor,M
3079,18-25,Tier 3,Conservative,0.5862,2.3,Online,M
3080,18-25,Tier 1,Moderate,0.0149,2.5,Direct,F
3081,36-45,Tier 3,Conservative,0.0691,5.9,Direct,F
3082,18-25,Tier 2,Aggressive,0.1198,2.3,Direct,F
3083,46-55,Tier 1,Conservative,0.4904,4.0,Bank,F
3084,26-35,Tier 2,Moderate,0.1349,11.7,Bank,F
3085,26-35,Tier 2,Conservative,0.5083,2.0,Direct,M
3086,55+,Tier 1,Aggressive,0.1673,0.1,Direct,F
3087,46-55,Tier 2,Conservative,0.508,0.4,Bank,M
3088,26-35,Tier 1,Aggressive,0.1001,3.0,Bank,F
3089,36-45,Tier 2,Conservative,0.1002,0.0,Bank,M
3090,55+,Tier 2,Moderate,0.5464,6.1,Distributor,F
3091,55+,Tier 1,Conservative,0.1056,2.6,Bank,M
3092,46-55,Tier 1,Moderate,0.9295,0.2,Direct,F
3093,55+,Tier 1,Conservative,3.1932,0.9,Distributor,F
3094,36-45,Tier 3,Conservative,0.2944,6.3,Online,M
3095,36-45,Tier 2,Moderate,0.8272,0.7,Bank,F
3096,18-25,Tier 1,Aggressive,0.0663,1.7,Direct,F
3097,46-55,Tier 2,Moderate,0.0356,3.4,Online,M
3098,55+,Tier 1,Conservative,0.2865,0.2,Distributor,M
3099,26-35,Tier 1,Aggressive,0.0532,1.3,Online,F
3100,36-45,Tier 2,Moderate,0.2028,0.4,Bank,F
3101,26-35,Tier 1,Conservative,0.1877,1.4,Online,M
3102,55+,Tier 1,Moderate,1.2105,0.2,Direct,M
3103,46-55,Tier 1,Moderate,0.2027,0.8,Direct,F
3104,26-35,Tier 2,Aggressive,0.4896,1.5,Online,M
3105,36-45,Tier 1,Conservative,0.1852,0.5,Direct,M
3106,55+,Tier 2,Conservative,0.2114,2.5,Bank,F
3107,55+,Tier 2,Moderate,0.1033,1.1,Distributor,M
3108,46-55,Tier 2,Conservative,0.1411,1.7,Online,F
3109,26-35,Tier 2,Moderate,0.2115,5.3,Distributor,F
3110,18-25,Tier 2,Moderate,0.361,0.2,Bank,M
3111,36-45,Tier 2,Conservative,0.6119,0.8,Bank,F
3112,26-35,Tier 3,Moderate,0.2206,2.8,Direct,F
3113,55+,Tier 1,Moderate,0.3104,5.6,Distributor,F
3114,26-35,Tier 3,Aggressive,0.2622,1.3,Bank,M
3115,18-25,Tier 1,Conservative,1.1267,0.7,Direct,M
3116,46-55,Tier 3,Moderate,0.1364,1.1,Online,F
3117,26-35,Tier 3,Aggressive,0.29,0.9,Distributor,F
3118,46-55,Tier 1,Moderate,0.0891,1.8,Distributor,F
3119,36-45,Tier 3,Aggressive,0.7582,1.3,Bank,F
3120,55+,Tier 3,Conservative,0.8193,4.9,Direct,M
3121,55+,Tier 3,Aggressive,0.1639,2.9,Direct,F
3122,55+,Tier 3,Conservative,1.2365,1.9,Distributor,M
3123,55+,Tier 1,Moderate,0.1831,2.9,Distributor,F
3124,46-55,Tier 3,Conservative,0.4709,0.5,Bank,M
3125,55+,Tier 1,Conservative,1.5842,0.3,Direct,M
3126,18-25,Tier 2,Aggressive,0.0361,2.1,Bank,M
3127,26-35,Tier 1,Conservative,0.0266,2.2,Online,M
3128,36-45,Tier 1,Moderate,0.9632,0.9,Bank,F
3129,26-35,Tier 1,Conservative,0.1698,4.1,Distributor,M
3130,36-45,Tier 1,Aggressive,1.1969,1.1,Distributor,M
3131,46-55,Tier 3,Conservative,0.0098,0.9,Distributor,M
3132,46-55,Tier 3,Aggressive,0.1492,5.4,Direct,F
3133,55+,Tier 1,Conservative,1.6205,3.3,Distributor,M
3134,18-25,Tier 2,Aggressive,0.0206,4.9,Distributor,M
3135,26-35,Tier 1,Moderate,0.1183,5.6,Distributor,M
3136,18-25,Tier 1,Conservative,0.1494,1.0,Direct,M
3137,18-25,Tier 3,Moderate,1.1304,0.3,Bank,F
3138,46-55,Tier 3,Conservative,0.2554,0.8,Bank,F
3139,46-55,Tier 3,Aggressive,0.3198,1.9,Online,M
3140,36-45,Tier 2,Conservative,2.5079,3.1,Distributor,M
3141,46-55,Tier 1,Aggressive,1.1881,1.4,Distributor,M
3142,46-55,Tier 2,Moderate,0.6629,0.4,Bank,M
3143,18-25,Tier 1,Moderate,0.1419,5.2,Online,M
3144,18-25,Tier 1,Moderate,0.5835,0.7,Direct,F
3145,26-35,Tier 2,Conservative,0.6672,2.0,Direct,M
3146,55+,Tier 1,Conservative,0.275,1.9,Distributor,F
3147,55+,Tier 1,Conservative,1.4717,5.8,Bank,F
3148,55+,Tier 1,Conservative,0.4305,7.8,Distributor,M
3149,36-45,Tier 1,Aggressive,0.4652,3.5,Distributor,F
3150,26-35,Tier 1,Aggressive,0.4708,3.9,Direct,M
3151,36-45,Tier 1,Conservative,0.1283,3.0,Direct,M
3152,46-55,Tier 2,Moderate,0.306,2.7,Distributor,M
3153,46-55,Tier 2,Moderate,1.1598,4.0,Bank,M
3154,18-25,Tier 1,Conservative,0.108,4.8,Online,F
3155,46-55,Tier 2,Conservative,1.0642,0.5,Online,M
3156,55+,Tier 1,Aggressive,0.8521,2.3,Online,M
3157,55+,Tier 3,Moderate,0.054,1.7,Bank,F
3158,46-55,Tier 2,Moderate,0.4988,2.9,Bank,M
3159,36-45,Tier 1,Moderate,1.1427,0.3,Distributor,F
3160,36-45,Tier 1,Moderate,0.0461,1.3,Bank,M
3161,18-25,Tier 3,Moderate,0.0092,2.4,Bank,M
3162,36-45,Tier 1,Conservative,0.9365,1.2,Distributor,M
3163,55+,Tier 2,Aggressive,0.3749,0.5,Bank,F
3164,55+,Tier 3,Moderate,0.6504,1.2,Bank,F
3165,46-55,Tier 2,Aggressive,0.2555,1.1,Direct,M
3166,26-35,Tier 1,Aggressive,0.1273,4.1,Bank,M
3167,46-55,Tier 3,Aggressive,0.5359,12.5,Direct,M
3168,36-45,Tier 1,Aggressive,1.2189,1.4,Online,M
3169,26-35,Tier 1,Aggressive,0.2266,17.0,Online,F
3170,36-45,Tier 2,Moderate,0.0737,2.2,Bank,F
3171,46-55,Tier 1,Moderate,0.232,4.2,Online,M
3172,18-25,Tier 1,Aggressive,0.3059,1.9,Distributor,F
3173,18-25,Tier 1,Conservative,0.1356,0.6,Bank,M
3174,26-35,Tier 1,Aggressive,1.2626,1.4,Online,F
3175,26-35,Tier 1,Conservative,0.5161,2.5,Bank,F
3176,55+,Tier 3,Moderate,0.4366,2.2,Distributor,M
3177,55+,Tier 1,Moderate,0.2953,3.4,Bank,M
3178,18-25,Tier 1,Aggressive,0.5226,1.0,Distributor,F
3179,36-45,Tier 2,Conservative,0.4958,13.6,Distributor,F
3180,26-35,Tier 2,Conservative,0.0792,2.2,Distributor,M
3181,26-35,Tier 3,Conservative,0.0861,0.1,Online,F
3182,36-45,Tier 1,Moderate,2.012,4.8,Direct,M
3183,55+,Tier 1,Moderate,0.0732,1.6,Online,F
3184,36-45,Tier 2,Conservative,0.5625,1.7,Direct,None
3185,46-55,Tier 3,Moderate,0.0422,1.4,Bank,F
3186,55+,Tier 1,Conservative,0.4235,6.3,Direct,M
3187,26-35,Tier 1,Aggressive,0.0543,4.0,Online,None
3188,26-35,Tier 1,Moderate,0.6864,2.0,Distributor,None
3189,18-25,Tier 1,Moderate,1.9734,3.1,Online,M
3190,36-45,Tier 1,Moderate,0.1764,7.5,Direct,F
3191,46-55,Tier 1,Moderate,1.3882,1.7,Direct,F
3192,26-35,Tier 3,Moderate,0.444,0.2,Bank,F
3193,26-35,Tier 1,Aggressive,0.3023,5.7,Online,M
3194,55+,Tier 1,Conservative,0.146,0.3,Online,M
3195,26-35,Tier 1,Conservative,0.345,1.3,Online,M
3196,46-55,Tier 2,Aggressive,0.2316,1.1,Direct,M
3197,46-55,Tier 1,Aggressive,0.6747,1.8,Distributor,M
3198,36-45,Tier 1,Conservative,0.0499,0.1,Online,F
3199,18-25,Tier 3,Conservative,0.3888,2.8,Direct,F
3200,26-35,Tier 2,Aggressive,0.2406,3.0,Distributor,M
3201,46-55,Tier 2,Moderate,0.1524,1.1,Online,M
3202,36-45,Tier 1,Moderate,0.6375,8.9,Bank,M
3203,18-25,Tier 3,Conservative,0.0686,1.1,Bank,F
3204,46-55,Tier 1,Conservative,0.5098,11.8,Distributor,F
3205,36-45,Tier 1,Moderate,0.1514,0.8,Distributor,M
3206,55+,Tier 1,Conservative,0.1354,0.7,Distributor,M
3207,46-55,Tier 3,Conservative,0.8032,1.3,Distributor,M
3208,55+,Tier 1,Moderate,1.3794,0.3,Bank,M
3209,18-25,Tier 1,Aggressive,0.3876,7.4,Online,F
3210,26-35,Tier 2,Moderate,0.0032,0.4,Distributor,M
3211,55+,Tier 1,Moderate,0.2893,5.6,Direct,M
3212,18-25,Tier 1,Conservative,0.2197,2.0,Bank,F
3213,18-25,Tier 2,Moderate,0.7659,1.2,Distributor,M
3214,55+,Tier 1,Aggressive,0.0184,0.7,Distributor,M
3215,36-45,Tier 2,Moderate,0.2149,0.1,Direct,M
3216,26-35,Tier 1,Moderate,0.3529,0.6,Direct,M
3217,46-55,Tier 3,Conservative,0.1127,3.8,Distributor,M
3218,55+,Tier 2,Moderate,0.0201,0.2,Bank,M
3219,46-55,Tier 1,Moderate,1.0484,2.3,Online,M
3220,26-35,Tier 3,Conservative,0.1246,20.5,Bank,M
3221,55+,Tier 2,Moderate,0.0722,8.9,Distributor,F
3222,36-45,Tier 1,Aggressive,2.6048,2.9,Distributor,M
3223,55+,Tier 3,Conservative,1.2415,0.8,Online,F
3224,36-45,Tier 2,Moderate,0.3599,0.6,Distributor,M
3225,46-55,Tier 1,Moderate,0.0472,6.0,Online,F
3226,18-25,Tier 2,Conservative,1.2617,4.0,Direct,M
3227,36-45,Tier 3,Conservative,0.0293,0.2,Bank,M
3228,36-45,Tier 2,Aggressive,0.3307,3.1,Bank,M
3229,26-35,Tier 1,Conservative,0.0226,3.9,Direct,F
3230,18-25,Tier 2,Conservative,0.0825,1.4,Direct,F
3231,46-55,Tier 1,Conservative,0.0212,0.6,Direct,M
3232,36-45,Tier 2,Conservative,0.0081,4.3,Bank,M
3233,26-35,Tier 2,Aggressive,0.2494,3.3,Bank,M
3234,55+,Tier 1,Aggressive,0.0278,3.3,Distributor,M
3235,55+,Tier 1,Conservative,0.1705,2.7,Direct,M
3236,36-45,Tier 1,Conservative,0.3359,19.7,Direct,M
3237,26-35,Tier 1,Moderate,0.0625,1.6,Bank,M
3238,26-35,Tier 2,Aggressive,0.711,1.0,Distributor,M
3239,26-35,Tier 3,Conservative,0.2,1.8,Online,M
3240,36-45,Tier 3,Conservative,0.5567,0.1,Direct,M
3241,55+,Tier 1,Conservative,0.0662,0.6,Direct,F
3242,26-35,Tier 3,Aggressive,1.2211,7.0,Direct,F
3243,18-25,Tier 1,Moderate,0.0498,4.7,Bank,F
3244,46-55,Tier 1,Conservative,0.0907,0.1,Direct,F
3245,26-35,Tier 1,Moderate,0.7824,4.9,Distributor,M
3246,36-45,Tier 2,Aggressive,0.3224,0.5,Online,M
3247,46-55,Tier 2,Moderate,1.2345,1.1,Bank,F
3248,26-35,Tier 1,Moderate,0.5104,4.0,Online,M
3249,55+,Tier 1,Moderate,0.1483,2.2,Bank,M
3250,55+,Tier 3,Conservative,0.1557,2.9,Distributor,M
3251,36-45,Tier 1,Conservative,0.8338,8.3,Direct,M
3252,55+,Tier 2,Conservative,2.0909,1.9,Direct,M
3253,55+,Tier 2,Moderate,1.0049,1.3,Online,F
3254,18-25,Tier 3,Aggressive,0.9182,2.3,Bank,F
3255,36-45,Tier 3,Moderate,0.0225,1.3,Online,F
3256,55+,Tier 1,Conservative,0.5452,1.3,Bank,M
3257,26-35,Tier 2,Aggressive,0.1873,3.6,Distributor,M
3258,26-35,Tier 1,Aggressive,0.3147,0.4,Direct,F
3259,36-45,Tier 1,Conservative,0.2446,2.5,Online,M
3260,26-35,Tier 1,Moderate,0.8639,10.9,Bank,M
3261,18-25,Tier 2,Aggressive,0.4497,1.7,Online,M
3262,18-25,Tier 2,Aggressive,2.0629,0.3,Direct,F
3263,26-35,Tier 1,Aggressive,0.6773,1.3,Direct,M
3264,36-45,Tier 1,Conservative,0.0303,9.8,Online,F
3265,18-25,Tier 2,Conservative,0.4338,5.4,Bank,M
3266,46-55,Tier 2,Aggressive,2.3703,2.9,Distributor,M
3267,46-55,Tier 2,Aggressive,0.8029,8.8,Online,F
3268,36-45,Tier 1,Conservative,0.1833,8.5,Direct,M
3269,46-55,Tier 2,Moderate,0.4136,2.0,Distributor,M
3270,46-55,Tier 2,Aggressive,0.8816,0.1,Online,F
3271,36-45,Tier 3,Moderate,1.9875,3.0,Distributor,M
3272,36-45,Tier 2,Moderate,0.1997,0.1,Direct,F
3273,46-55,Tier 3,Aggressive,0.085,1.1,Distributor,M
3274,36-45,Tier 3,Conservative,0.1303,0.3,Direct,F
3275,46-55,Tier 2,Aggressive,0.1776,3.9,Direct,M
3276,26-35,Tier 1,Aggressive,0.3081,0.8,Bank,F
3277,18-25,Tier 3,Moderate,0.2116,6.1,Direct,M
3278,18-25,Tier 1,Conservative,0.2194,1.5,Bank,F
3279,36-45,Tier 1,Conservative,0.1351,4.4,Distributor,M
3280,18-25,Tier 2,Moderate,0.3458,2.9,Direct,M
3281,46-55,Tier 2,Aggressive,0.1134,6.0,Online,M
3282,18-25,Tier 1,Conservative,0.2252,4.4,Distributor,None
3283,26-35,Tier 2,Conservative,0.3972,1.7,Distributor,M
3284,46-55,Tier 1,Conservative,1.0447,3.9,Distributor,F
3285,36-45,Tier 1,Conservative,0.3125,3.3,Online,F
3286,26-35,Tier 2,Conservative,0.6473,7.9,Bank,M
3287,18-25,Tier 2,Moderate,0.8285,2.6,Bank,M
3288,26-35,Tier 2,Conservative,1.5561,3.9,Distributor,F
3289,18-25,Tier 2,Moderate,0.3005,0.6,Direct,F
3290,18-25,Tier 1,Conservative,0.4086,3.8,Distributor,M
3291,36-45,Tier 2,Conservative,0.6848,10.5,Direct,M
3292,18-25,Tier 2,Aggressive,0.0226,0.9,Online,M
3293,55+,Tier 2,Conservative,0.6319,3.5,Distributor,F
3294,26-35,Tier 2,Moderate,0.1226,1.0,Direct,F
3295,36-45,Tier 2,Aggressive,0.0601,0.3,Online,M
3296,18-25,Tier 3,Moderate,0.3836,2.1,Distributor,M
3297,18-25,Tier 1,Conservative,0.6434,1.1,Online,M
3298,46-55,Tier 1,Conservative,0.1197,0.0,Direct,M
3299,55+,Tier 1,Moderate,0.0524,2.7,Direct,F
3300,36-45,Tier 1,Conservative,0.2637,3.3,Online,F
3301,36-45,Tier 1,Conservative,0.1895,1.6,Online,F
3302,18-25,Tier 1,Conservative,1.2756,1.2,Bank,M
3303,46-55,Tier 2,Conservative,0.1197,9.5,Online,M
3304,36-45,Tier 1,Conservative,0.2637,1.8,Direct,M
3305,46-55,Tier 1,Aggressive,0.7385,0.4,Direct,M
3306,55+,Tier 3,Moderate,0.545,2.3,Direct,M
3307,36-45,Tier 3,Aggressive,1.5902,0.6,Bank,M
3308,18-25,Tier 1,Moderate,0.5069,2.2,Bank,M
3309,18-25,Tier 2,Aggressive,0.8096,3.6,Direct,M
3310,55+,Tier 2,Moderate,0.009,14.2,Bank,F
3311,46-55,Tier 3,Conservative,0.6544,2.2,Distributor,M
3312,18-25,Tier 2,Conservative,0.1661,2.5,Bank,M
3313,46-55,Tier 1,Moderate,0.1685,2.5,Online,M
3314,18-25,Tier 2,Aggressive,0.2113,8.9,Direct,F
3315,46-55,Tier 2,Aggressive,1.6546,3.4,Direct,M
3316,26-35,Tier 1,Conservative,0.4548,4.9,Online,M
3317,46-55,Tier 1,Aggressive,0.306,0.0,Bank,M
3318,36-45,Tier 2,Conservative,0.3311,0.4,Online,M
3319,46-55,Tier 3,Aggressive,0.3113,1.8,Distributor,M
3320,46-55,Tier 1,Aggressive,0.2639,3.5,Direct,F
3321,26-35,Tier 1,Aggressive,0.0161,4.6,Direct,M
3322,26-35,Tier 1,Aggressive,0.6616,1.1,Bank,F
3323,36-45,Tier 3,Aggressive,0.094,1.4,Bank,F
3324,46-55,Tier 3,Moderate,0.3606,1.4,Distributor,F
3325,55+,Tier 2,Aggressive,0.0928,3.2,Bank,M
3326,18-25,Tier 1,Conservative,0.0801,0.8,Distributor,M
3327,18-25,Tier 3,Aggressive,0.3943,0.5,Online,M
3328,46-55,Tier 2,Moderate,0.1433,1.6,Bank,M
3329,55+,Tier 1,Aggressive,0.5869,1.7,Direct,None
3330,46-55,Tier 1,Aggressive,0.0304,0.4,Online,M
3331,36-45,Tier 1,Moderate,0.1733,13.8,Online,M
3332,26-35,Tier 1,Moderate,0.2809,2.5,Distributor,M
3333,55+,Tier 1,Conservative,0.048,2.7,Bank,M
3334,36-45,Tier 3,Aggressive,1.7336,1.9,Bank,F
3335,36-45,Tier 2,Aggressive,0.5609,0.4,Online,F
3336,55+,Tier 2,Conservative,0.0401,0.8,Direct,M
3337,26-35,Tier 1,Aggressive,0.7961,4.2,Direct,M
3338,46-55,Tier 1,Conservative,0.0658,0.7,Online,M
3339,18-25,Tier 1,Conservative,0.0973,1.3,Bank,F
3340,55+,Tier 1,Aggressive,0.6312,2.2,Online,M
3341,46-55,Tier 3,Aggressive,1.3256,8.3,Direct,M
3342,36-45,Tier 1,Moderate,0.899,0.4,Bank,M
3343,26-35,Tier 3,Conservative,0.3756,5.1,Distributor,F
3344,46-55,Tier 2,Conservative,0.5827,0.6,Distributor,M
3345,18-25,Tier 2,Conservative,0.0579,8.4,Bank,M
3346,46-55,Tier 1,Moderate,0.0878,1.5,Bank,F
3347,46-55,Tier 1,Aggressive,1.1873,2.5,Direct,F
3348,46-55,Tier 1,Aggressive,1.1967,3.2,Bank,F
3349,26-35,Tier 2,Conservative,0.9133,1.3,Distributor,F
3350,26-35,Tier 2,Conservative,0.1407,2.1,Distributor,M
3351,55+,Tier 3,Conservative,0.5186,14.7,Direct,M
3352,55+,Tier 1,Conservative,0.05,1.2,Distributor,F
3353,46-55,Tier 1,Conservative,0.0199,10.4,Bank,M
3354,26-35,Tier 1,Aggressive,0.9674,2.6,Online,M
3355,36-45,Tier 1,Aggressive,0.2271,8.7,Distributor,F
3356,46-55,Tier 1,Conservative,0.4498,1.2,Online,M
3357,26-35,Tier 1,Conservative,0.6613,0.7,Online,F
3358,36-45,Tier 1,Moderate,0.6738,7.0,Bank,M
3359,18-25,Tier 3,Moderate,0.2323,5.9,Direct,M
3360,55+,Tier 1,Conservative,0.4644,1.4,Online,M
3361,55+,Tier 3,Aggressive,0.6535,1.3,Distributor,F
3362,46-55,Tier 2,Aggressive,0.0874,3.1,Online,None
3363,46-55,Tier 2,Conservative,1.6867,0.2,Online,F
3364,55+,Tier 2,Moderate,0.1084,0.2,Bank,F
3365,26-35,Tier 3,Moderate,0.2977,1.0,Online,M
3366,55+,Tier 1,Conservative,0.4166,1.3,Distributor,F
3367,26-35,Tier 1,Conservative,0.3614,3.6,Direct,F
3368,26-35,Tier 2,Moderate,0.5862,2.9,Online,F
3369,55+,Tier 1,Conservative,0.1002,7.8,Bank,F
3370,26-35,Tier 1,Aggressive,0.4266,2.5,Direct,M
3371,55+,Tier 1,Moderate,0.6997,0.1,Direct,M
3372,36-45,Tier 2,Conservative,0.6086,7.1,Online,F
3373,36-45,Tier 1,Aggressive,0.9281,0.9,Online,F
3374,36-45,Tier 1,Aggressive,0.5132,3.6,Distributor,F
3375,26-35,Tier 1,Aggressive,0.5559,0.1,Direct,M
3376,18-25,Tier 1,Moderate,0.7864,2.9,Bank,M
3377,55+,Tier 1,Conservative,0.76,2.6,Distributor,F
3378,55+,Tier 1,Conservative,0.032,6.2,Bank,M
3379,26-35,Tier 2,Conservative,1.3398,3.3,Online,M
3380,36-45,Tier 1,Moderate,0.0884,0.5,Online,F
3381,46-55,Tier 2,Conservative,0.0002,0.8,Direct,F
3382,26-35,Tier 1,Moderate,1.0182,0.7,Bank,F
3383,26-35,Tier 1,Moderate,0.0575,3.5,Direct,F
3384,18-25,Tier 1,Moderate,0.0645,9.0,Distributor,M
3385,26-35,Tier 2,Aggressive,0.3942,0.4,Bank,M
3386,55+,Tier 2,Conservative,1.4808,4.9,Distributor,M
3387,36-45,Tier 2,Conservative,0.025,2.1,Online,F
3388,18-25,Tier 2,Conservative,0.0969,2.9,Online,F
3389,26-35,Tier 3,Aggressive,0.0502,1.3,Online,M
3390,46-55,Tier 3,Moderate,0.2294,1.3,Distributor,F
3391,26-35,Tier 1,Moderate,0.2816,4.9,Direct,F
3392,46-55,Tier 1,Aggressive,0.7564,4.2,Bank,M
3393,46-55,Tier 1,Aggressive,0.0387,1.0,Bank,None
3394,46-55,Tier 2,Aggressive,0.9789,2.9,Online,M
3395,36-45,Tier 1,Moderate,0.0315,6.3,Distributor,M
3396,55+,Tier 2,Moderate,0.0117,1.2,Bank,F
3397,26-35,Tier 1,Aggressive,0.147,0.2,Bank,F
3398,18-25,Tier 3,Conservative,1.0036,5.3,Online,M
3399,18-25,Tier 3,Conservative,0.0069,0.5,Direct,F
3400,55+,Tier 2,Conservative,0.5557,4.1,Distributor,M
3401,46-55,Tier 3,Conservative,0.3461,7.2,Direct,M
3402,18-25,Tier 3,Conservative,0.0178,1.0,Online,F
3403,46-55,Tier 2,Aggressive,0.3249,3.8,Online,M
3404,26-35,Tier 3,Aggressive,0.1808,0.5,Direct,M
3405,18-25,Tier 3,Aggressive,0.5326,2.4,Bank,F
3406,36-45,Tier 2,Conservative,0.9936,3.6,Direct,M
3407,18-25,Tier 1,Conservative,0.5743,7.5,Online,M
3408,55+,Tier 1,Moderate,0.5853,0.4,Bank,M
3409,26-35,Tier 1,Aggressive,0.4727,2.2,Bank,M
3410,18-25,Tier 1,Moderate,0.4496,4.7,Online,F
3411,36-45,Tier 3,Moderate,0.3595,0.3,Direct,M
3412,26-35,Tier 3,Conservative,0.175,0.6,Distributor,M
3413,26-35,Tier 3,Aggressive,0.5004,4.3,Bank,M
3414,55+,Tier 2,Moderate,0.986,1.6,Direct,M
3415,26-35,Tier 1,Conservative,0.1746,1.6,Distributor,F
3416,46-55,Tier 1,Conservative,0.7318,0.4,Bank,F
3417,46-55,Tier 3,Moderate,0.2806,2.1,Online,F
3418,26-35,Tier 1,Conservative,0.2031,9.2,Distributor,M
3419,55+,Tier 1,Aggressive,1.2947,3.7,Online,F
3420,36-45,Tier 3,Aggressive,0.0591,15.3,Bank,F
3421,26-35,Tier 2,Conservative,0.0896,3.0,Distributor,F
3422,55+,Tier 3,Aggressive,0.8979,2.4,Online,M
3423,55+,Tier 1,Aggressive,2.169,4.6,Bank,F
3424,55+,Tier 2,Aggressive,0.797,5.0,Online,F
3425,55+,Tier 1,Aggressive,0.2394,1.0,Distributor,F
3426,18-25,Tier 1,Aggressive,0.2959,0.6,Distributor,M
3427,55+,Tier 2,Moderate,1.1166,2.7,Direct,M
3428,55+,Tier 3,Conservative,0.3732,1.7,Direct,M
3429,46-55,Tier 3,Aggressive,0.0281,3.5,Bank,F
3430,46-55,Tier 1,Conservative,0.0342,0.4,Bank,M
3431,36-45,Tier 1,Conservative,0.3044,4.4,Distributor,F
3432,55+,Tier 3,Moderate,3.5503,1.1,Online,M
3433,26-35,Tier 3,Moderate,0.0656,4.6,Online,M
3434,26-35,Tier 2,Aggressive,0.101,2.7,Online,F
3435,26-35,Tier 1,Moderate,0.1449,5.7,Direct,F
3436,26-35,Tier 1,Aggressive,0.7978,1.2,Bank,M
3437,26-35,Tier 2,Moderate,0.0254,2.8,Direct,F
3438,55+,Tier 1,Moderate,0.7413,5.1,Bank,F
3439,46-55,Tier 2,Conservative,0.1302,1.0,Distributor,M
3440,55+,Tier 3,Aggressive,0.0189,7.1,Direct,M
3441,26-35,Tier 1,Conservative,0.1423,5.9,Direct,F
3442,55+,Tier 1,Aggressive,0.1473,1.2,Bank,M
3443,36-45,Tier 3,Conservative,0.5436,0.1,Direct,F
3444,55+,Tier 3,Conservative,0.2796,3.1,Bank,F
3445,36-45,Tier 1,Conservative,0.3033,3.4,Direct,M
3446,46-55,Tier 2,Moderate,0.0226,7.3,Bank,M
3447,36-45,Tier 2,Aggressive,0.4342,2.3,Direct,M
3448,26-35,Tier 2,Aggressive,0.087,1.5,Direct,M
3449,36-45,Tier 3,Conservative,1.0552,5.0,Online,F
3450,36-45,Tier 3,Conservative,0.433,2.1,Bank,M
3451,26-35,Tier 2,Moderate,0.6163,1.1,Online,F
3452,26-35,Tier 1,Moderate,0.0328,0.1,Direct,M
3453,55+,Tier 1,Aggressive,0.1069,5.0,Online,M
3454,46-55,Tier 1,Aggressive,0.0587,0.7,Online,F
3455,36-45,Tier 1,Moderate,0.8391,12.8,Direct,None
3456,46-55,Tier 1,Conservative,0.0887,1.7,Bank,M
3457,26-35,Tier 3,Aggressive,0.1511,0.4,Online,M
3458,18-25,Tier 1,Conservative,0.0331,0.8,Bank,M
3459,55+,Tier 1,Aggressive,0.7771,1.3,Distributor,M
3460,55+,Tier 2,Aggressive,0.1442,3.2,Distributor,M
3461,18-25,Tier 3,Conservative,1.7382,7.3,Distributor,M
3462,26-35,Tier 1,Conservative,0.7822,6.3,Bank,F
3463,18-25,Tier 1,Aggressive,0.624,6.0,Direct,M
